184000,MODERATE,6.538067721272706E-4
185000,MODERATE,3.1489885884123075E-4
186000,MODERATE,4.598540834433539E-4
187000,MODERATE,5.267021179251646E-4
188000,MODERATE,4.5765750814068154E-4
189000,MODERATE,5.611296232506406E-4
190000,MODERATE,5.748462643932768E-4
191000,ABRUPT,8.31115727026985E-4
192000,ABRUPT,8.631835029446768E-4
193000,MODERATE,6.294468119817329E-4
194000,MODERATE,3.47438702578856E-4
195000,MODERATE,3.648387944519129E-4
196000,MODERATE,3.423604121400788E-4
197000,MODERATE,3.2616039227845785E-4
198000,ABRUPT,8.047197236242144E-4
199000,MODERATE,7.794040275079486E-4
200000,MODERATE,5.349767997521463E-4
201000,MODERATE,4.364432204645312E-4
202000,MODERATE,7.8454862363859E-4
203000,ABRUPT,8.699971374028734E-4
204000,MODERATE,7.098411945997503E-4
205000,MODERATE,3.0561426375949824E-4
206000,MODERATE,3.5018768489271314E-4
207000,MODERATE,6.970116717374981E-4
208000,MODERATE,7.094712016000831E-4
209000,MODERATE,6.739299036366688E-4
210000,MODERATE,3.5385218159388315E-4
211000,MODERATE,3.469292636540122E-4
212000,MODERATE,6.181629441718861E-4
213000,MODERATE,6.830163846219589E-4
214000,MODERATE,7.725510450964559E-4
215000,MODERATE,7.798411245683958E-4
216000,ABRUPT,8.759726173474106E-4
217000,ABRUPT,8.429619869550738E-4
218000,MODERATE,6.20285240547101E-4
219000,MODERATE,6.582461413656509E-4
220000,MODERATE,7.008914408137938E-4
221000,MODERATE,5.306913544759577E-4
222000,MODERATE,3.598199062300482E-4
223000,MODERATE,5.55291663559001E-4
224000,ABRUPT,9.667544205728522E-4
225000,ABRUPT,9.631540482902824E-4
226000,MODERATE,6.714656052517385E-4
227000,MODERATE,3.2843502440300476E-4
228000,MODERATE,5.799205477099538E-4
229000,MODERATE,4.839981866134053E-4
230000,MODERATE,3.3022994206380487E-4
231000,MODERATE,7.399886034396447E-4
232000,MODERATE,7.41117599111074E-4
233000,MODERATE,3.3588276212735896E-4
234000,MODERATE,4.1462662861492614E-4
235000,MODERATE,4.1131036494339074E-4
236000,MODERATE,4.4649099810028153E-4
237000,MODERATE,7.42752339306539E-4
238000,MODERATE,6.509054629935227E-4
239000,MODERATE,3.9152559895667055E-4
240000,MODERATE,4.73666379952369E-4
241000,MODERATE,3.1989718804367804E-4
242000,MODERATE,4.2464248250958446E-4
243000,MODERATE,6.983406519199258E-4
244000,MODERATE,5.330457770686282E-4
245000,MODERATE,5.405438911164649E-4
246000,ABRUPT,8.476226982579978E-4
247000,MODERATE,7.805909239054546E-4
248000,ABRUPT,8.164168012891618E-4
249000,ABRUPT,8.959211140690243E-4
250000,MODERATE,7.016599722431515E-4
251000,MODERATE,3.3287419270522806E-4
252000,MODERATE,4.7489030336604274E-4
253000,MODERATE,7.321882165735805E-4
254000,MODERATE,7.466191435637746E-4
255000,ABRUPT,8.217646799269854E-4
256000,ABRUPT,8.259937266430925E-4
257000,ABRUPT,8.259745079489542E-4
258000,MODERATE,6.348079695694934E-4
259000,MODERATE,5.771988017276948E-4
260000,ABRUPT,8.344995181141469E-4
261000,ABRUPT,8.760704165758294E-4
262000,ABRUPT,8.266544345467009E-4
263000,ABRUPT,9.035412765882583E-4
264000,ABRUPT,9.597836304499447E-4
265000,ABRUPT,9.783987924613527E-4
266000,ABRUPT,9.415854200172495E-4
267000,MODERATE,7.376449867993886E-4
268000,MODERATE,5.64627833081975E-4
269000,MODERATE,7.259609081304531E-4
270000,ABRUPT,8.322069981998422E-4
271000,ABRUPT,8.824882584277468E-4
272000,ABRUPT,9.266101373261143E-4
273000,MODERATE,3.245669261719745E-4
274000,MODERATE,3.138313153174022E-4
275000,MODERATE,7.449129340084684E-4
276000,MODERATE,6.059745418057407E-4
277000,MODERATE,4.45038480939064E-4
278000,MODERATE,3.4081389798544407E-4
279000,ABRUPT,9.542937315351324E-4
280000,MODERATE,4.7966932237579284E-4
281000,MODERATE,3.8669553535233006E-4
282000,MODERATE,7.672481537012033E-4
283000,MODERATE,5.760979980364419E-4
284000,MODERATE,6.013597505252219E-4
285000,ABRUPT,8.135601053942518E-4
286000,MODERATE,6.21638309276184E-4
287000,MODERATE,6.287410217089952E-4
288000,ABRUPT,8.734224209359844E-4
289000,ABRUPT,9.768930713718199E-4
290000,ABRUPT,9.887385770580481E-4
291000,ABRUPT,9.825961629175164E-4
292000,ABRUPT,9.263684137807623E-4
293000,MODERATE,7.611538942222426E-4
294000,MODERATE,7.980311400826434E-4
295000,ABRUPT,9.473000717418633E-4
296000,ABRUPT,8.895443560034991E-4
297000,MODERATE,5.328060535545066E-4
298000,MODERATE,4.561653985021049E-4
299000,MODERATE,6.344378161417799E-4
300000,MODERATE,7.442100929776537E-4
301000,MODERATE,6.607174125970683E-4
302000,MODERATE,5.60546922559959E-4
303000,MODERATE,6.704724537734902E-4
304000,MODERATE,5.66525226905648E-4
305000,MODERATE,6.46902188056608E-4
306000,MODERATE,3.329734455014562E-4
307000,MODERATE,4.310854452593407E-4
308000,MODERATE,7.654816486453254E-4
309000,MODERATE,6.559838336924459E-4
310000,MODERATE,6.14492432626803E-4
311000,MODERATE,6.60678239910779E-4
312000,MODERATE,7.056390859676593E-4
313000,ABRUPT,9.057935227262765E-4
314000,ABRUPT,9.700687061984532E-4
315000,ABRUPT,9.496455198481275E-4
316000,MODERATE,4.968553777469843E-4
317000,MODERATE,3.495381335961328E-4
318000,MODERATE,6.844071943632878E-4
319000,MODERATE,6.384837718944937E-4
320000,MODERATE,5.456687286949037E-4
321000,MODERATE,5.100725958201943E-4
322000,MODERATE,7.382289567514867E-4
323000,MODERATE,7.829249628664749E-4
324000,MODERATE,6.878084022569264E-4
325000,MODERATE,5.50246608487816E-4
326000,MODERATE,4.810468370448536E-4
327000,MODERATE,4.534754952146624E-4
328000,MODERATE,3.403263513182961E-4
329000,ABRUPT,8.944109804235804E-4
330000,ABRUPT,8.474836329926418E-4
331000,MODERATE,5.694969325926193E-4
332000,MODERATE,3.46980879385966E-4
333000,MODERATE,7.24819103883849E-4
334000,MODERATE,7.024261647405772E-4
335000,MODERATE,5.82574116122915E-4
336000,MODERATE,4.37569275659363E-4
337000,MODERATE,4.6925746938252574E-4
338000,MODERATE,5.397960420058206E-4
339000,MODERATE,6.603123462813794E-4
340000,MODERATE,3.975568382040469E-4
341000,MODERATE,5.961838522424243E-4
342000,ABRUPT,8.558247310031538E-4
343000,ABRUPT,8.086870084141845E-4
344000,ABRUPT,9.03939952279629E-4
345000,ABRUPT,9.720642058084145E-4
346000,MODERATE,6.058784427419105E-4
347000,MODERATE,5.434345790700327E-4
348000,MODERATE,7.583565676784134E-4
349000,MODERATE,5.358367405613139E-4
350000,MODERATE,6.838653969613844E-4
351000,MODERATE,7.105841985285079E-4
352000,MODERATE,3.7377722607997115E-4
353000,MODERATE,5.218776673133104E-4
354000,ABRUPT,8.03679257552454E-4
355000,ABRUPT,9.032081468339426E-4
356000,MODERATE,7.796038254177593E-4
357000,MODERATE,3.5877975095775826E-4
358000,MODERATE,3.981855894728566E-4
359000,MODERATE,7.254108137943253E-4
360000,MODERATE,6.084132270711524E-4
361000,MODERATE,7.497984640082574E-4
362000,ABRUPT,8.983671902604538E-4
363000,MODERATE,5.377698824719395E-4
364000,MODERATE,3.460580130764759E-4
365000,MODERATE,6.408867459371556E-4
366000,ABRUPT,8.00052608135211E-4
367000,ABRUPT,8.852929058854412E-4
368000,ABRUPT,8.123904391108992E-4
369000,ABRUPT,8.088377682167381E-4
370000,ABRUPT,9.144621275632046E-4
371000,ABRUPT,9.679723791791841E-4
372000,ABRUPT,8.355722547900875E-4
373000,ABRUPT,8.258222651626836E-4
374000,MODERATE,6.615280040345932E-4
375000,MODERATE,3.980332248452197E-4
376000,MODERATE,3.3292371759812176E-4
377000,MODERATE,4.7226974519082234E-4
378000,ABRUPT,8.524475642079523E-4
379000,ABRUPT,8.360644261769935E-4
380000,MODERATE,5.136164720602055E-4
381000,MODERATE,3.1240658228420777E-4
382000,MODERATE,5.169487963748181E-4
383000,ABRUPT,8.40743010047052E-4
384000,ABRUPT,9.038789642600519E-4
385000,ABRUPT,8.900766142321658E-4
386000,ABRUPT,8.775280676086763E-4
387000,MODERATE,3.392643392718593E-4
388000,MODERATE,5.840312575869104E-4
389000,MODERATE,7.470984642908723E-4
390000,MODERATE,7.089568982591274E-4
391000,ABRUPT,9.518572955020401E-4
392000,ABRUPT,9.816227645773083E-4
393000,MODERATE,6.947051668288442E-4
394000,MODERATE,6.899856340919414E-4
395000,MODERATE,7.589353063754685E-4
396000,MODERATE,6.018835061852098E-4
397000,MODERATE,3.288699661433758E-4
398000,MODERATE,3.373094451548172E-4
399000,MODERATE,6.88256951203615E-4
400000,MODERATE,6.77744681045747E-4
401000,MODERATE,6.248757336570865E-4
402000,MODERATE,3.3746789712499044E-4
403000,MODERATE,4.129784034341736E-4
404000,ABRUPT,8.314790850396189E-4
405000,ABRUPT,9.35829841810366E-4
406000,MODERATE,7.912361187240938E-4
407000,MODERATE,3.66783072449752E-4
408000,MODERATE,5.401375120725281E-4
409000,ABRUPT,9.423121920837732E-4
410000,ABRUPT,8.328123835610522E-4
411000,MODERATE,6.85687169472341E-4
412000,MODERATE,7.312379749508384E-4
413000,MODERATE,6.408408541734051E-4
414000,MODERATE,5.962074976073423E-4
415000,MODERATE,7.9477491934573E-4
416000,MODERATE,7.679192436599631E-4
417000,MODERATE,5.864849204656804E-4
418000,MODERATE,3.987512469912491E-4
419000,MODERATE,5.087902076958951E-4
420000,MODERATE,4.3429969131477915E-4
421000,MODERATE,4.6913914699315434E-4
422000,MODERATE,5.429214928074234E-4
423000,MODERATE,4.751937423657841E-4
424000,MODERATE,6.834058719146546E-4
425000,ABRUPT,8.758073849352613E-4
426000,ABRUPT,8.653616044586589E-4
427000,MODERATE,3.877207046529885E-4
428000,MODERATE,4.746856740919052E-4
429000,ABRUPT,9.384223602264089E-4
430000,ABRUPT,8.490801365719082E-4
431000,ABRUPT,9.009631615533212E-4
432000,ABRUPT,9.789355084383732E-4
433000,ABRUPT,9.759434706080898E-4
434000,ABRUPT,9.906823728525042E-4
435000,ABRUPT,9.49005060564089E-4
436000,MODERATE,4.515076501865129E-4
437000,MODERATE,4.7901890652314073E-4
438000,MODERATE,7.380256828008625E-4
439000,MODERATE,6.540414647893225E-4
440000,MODERATE,3.6135244990824093E-4
441000,MODERATE,3.2231041203429386E-4
442000,ABRUPT,8.394557010887835E-4
443000,ABRUPT,8.80447098746739E-4
444000,MODERATE,6.474945380604071E-4
445000,MODERATE,3.807639604654892E-4
446000,MODERATE,3.180796222871657E-4
447000,ABRUPT,8.548406678285001E-4
448000,MODERATE,7.978988289747185E-4
449000,ABRUPT,8.757473584710452E-4
450000,ABRUPT,9.238572500689752E-4
451000,ABRUPT,8.365707559537834E-4
452000,MODERATE,4.740480082366551E-4
453000,MODERATE,4.646834464145313E-4
454000,ABRUPT,8.688025250418335E-4
455000,ABRUPT,8.07272741441728E-4
456000,MODERATE,3.294672822527148E-4
457000,MODERATE,4.35961532530717E-4
458000,MODERATE,6.199238397091621E-4
459000,MODERATE,3.6761201760373007E-4
460000,MODERATE,6.157825948935006E-4
461000,ABRUPT,8.537575461940162E-4
462000,MODERATE,7.168411556725381E-4
463000,MODERATE,7.067931440150241E-4
464000,ABRUPT,8.50684361506355E-4
465000,MODERATE,4.546218353353441E-4
466000,MODERATE,3.258676273556574E-4
467000,MODERATE,7.501739780227141E-4
468000,MODERATE,5.525910982939758E-4
469000,MODERATE,3.6345573609057537E-4
470000,MODERATE,5.523480690324599E-4
471000,MODERATE,6.35094213330486E-4
472000,MODERATE,3.6126909392002047E-4
473000,MODERATE,3.5417027406522294E-4
474000,MODERATE,5.513137117377998E-4
475000,MODERATE,5.388005849412277E-4
476000,MODERATE,7.798289981197908E-4
477000,ABRUPT,9.584355504781533E-4
478000,ABRUPT,9.753829541359305E-4
479000,MODERATE,7.91778351152145E-4
480000,MODERATE,4.988263240106583E-4
481000,MODERATE,4.0688352798472194E-4
482000,MODERATE,6.073458651101703E-4
483000,MODERATE,6.682665368176867E-4
484000,MODERATE,3.587303378486094E-4
485000,MODERATE,3.299277902752785E-4
486000,MODERATE,7.171216287662455E-4
487000,ABRUPT,9.119826296991172E-4
488000,MODERATE,5.023170031699216E-4
489000,MODERATE,3.4372972290214963E-4
490000,MODERATE,7.223033693060056E-4
491000,MODERATE,7.317180256337049E-4
492000,MODERATE,7.349801838026543E-4
493000,MODERATE,3.3791155141212645E-4
494000,MODERATE,4.484530386325723E-4
495000,ABRUPT,9.271734242465968E-4
496000,ABRUPT,9.391020052227963E-4
497000,ABRUPT,9.216141709406643E-4
498000,MODERATE,3.6027727565197753E-4
499000,MODERATE,4.762070160299675E-4
500000,MODERATE,6.779289514122751E-4
501000,MODERATE,7.386734205151221E-4
502000,ABRUPT,8.001515359158726E-4
503000,MODERATE,6.34805177267858E-4
504000,MODERATE,5.838491207322206E-4
505000,MODERATE,4.0353552045028194E-4
506000,MODERATE,4.97733934051979E-4
507000,MODERATE,3.695458986499032E-4
508000,MODERATE,4.2004829287437467E-4
509000,MODERATE,7.973836985330791E-4
510000,ABRUPT,8.092772696862388E-4
511000,MODERATE,7.330850788188131E-4
512000,MODERATE,7.236159733949177E-4
513000,MODERATE,3.699592582338683E-4
514000,MODERATE,4.729085673001922E-4
515000,ABRUPT,8.540025964356319E-4
516000,MODERATE,7.75691413208591E-4
517000,MODERATE,7.33495443808629E-4
518000,MODERATE,6.235770034765057E-4
519000,MODERATE,6.861739668072304E-4
520000,ABRUPT,8.298652855452567E-4
521000,MODERATE,7.756044932448617E-4
522000,MODERATE,7.169176906937808E-4
523000,MODERATE,4.5314462738722697E-4
524000,MODERATE,4.2668549206848703E-4
525000,MODERATE,6.78457789472321E-4
526000,MODERATE,6.306596451068425E-4
527000,MODERATE,3.137956037966309E-4
528000,MODERATE,4.884373800103245E-4
529000,ABRUPT,9.297044263981604E-4
530000,ABRUPT,9.468053009938078E-4
531000,ABRUPT,9.573125682953685E-4
532000,ABRUPT,9.576856627579111E-4
533000,ABRUPT,9.212907621725557E-4
534000,ABRUPT,9.301010145533654E-4
535000,ABRUPT,9.732089929733986E-4
536000,MODERATE,7.183717764963626E-4
537000,MODERATE,5.164959618288286E-4
538000,MODERATE,6.595951817437694E-4
539000,MODERATE,7.9092640136116E-4
540000,MODERATE,4.5707511175188415E-4
541000,MODERATE,3.070504586320155E-4
542000,MODERATE,5.589174231251825E-4
543000,MODERATE,7.223610588722337E-4
544000,ABRUPT,8.271666711806618E-4
545000,ABRUPT,8.072744692642707E-4
546000,MODERATE,4.4666183228499526E-4
547000,MODERATE,5.369481691021166E-4
548000,MODERATE,5.485706605721744E-4
549000,MODERATE,4.908098592705009E-4
550000,ABRUPT,9.248157120807044E-4
551000,ABRUPT,9.858998191589628E-4
552000,ABRUPT,9.610139443936064E-4
553000,MODERATE,6.672899611788862E-4
554000,MODERATE,6.38162181702524E-4
555000,MODERATE,7.250684140744164E-4
556000,MODERATE,4.0749010133050355E-4
557000,MODERATE,3.2936599442258207E-4
558000,ABRUPT,9.462340916364521E-4
559000,MODERATE,6.858768551021414E-4
560000,MODERATE,6.205980983314691E-4
561000,MODERATE,7.100291851850812E-4
562000,MODERATE,6.438341156803735E-4
563000,ABRUPT,8.672702167148619E-4
564000,ABRUPT,9.983932525959639E-4
565000,ABRUPT,9.822622798388257E-4
566000,MODERATE,7.436414665963919E-4
567000,MODERATE,7.035596764095784E-4
568000,ABRUPT,8.800105930540924E-4
569000,MODERATE,5.568899346128423E-4
570000,MODERATE,5.239105455101787E-4
571000,MODERATE,5.800188047731715E-4
572000,MODERATE,6.469891308126185E-4
573000,MODERATE,7.194232614261399E-4
574000,MODERATE,6.843318664727344E-4
575000,MODERATE,6.440066631033738E-4
576000,MODERATE,3.021934656443652E-4
577000,MODERATE,3.6460213468376794E-4
578000,MODERATE,7.225062531096612E-4
579000,ABRUPT,8.84330626809044E-4
580000,MODERATE,4.481599980671455E-4
581000,MODERATE,3.240755839378244E-4
582000,MODERATE,6.336404952586775E-4
583000,MODERATE,4.8659228679985794E-4
584000,MODERATE,4.2424750086464153E-4
585000,MODERATE,6.128067319032514E-4
586000,ABRUPT,8.285888739872444E-4
587000,ABRUPT,8.193039105159584E-4
588000,MODERATE,4.897286022561662E-4
589000,MODERATE,4.791046901213258E-4
590000,MODERATE,7.693116299057648E-4
591000,MODERATE,3.495780685437429E-4
592000,MODERATE,3.3320429976544015E-4
593000,MODERATE,6.799464761219939E-4
594000,ABRUPT,8.027564574670111E-4
595000,MODERATE,4.4362625100396536E-4
596000,MODERATE,3.3658098061056297E-4
597000,MODERATE,5.644455761377319E-4
598000,MODERATE,3.8683254240671404E-4
599000,GRADUAL,4.361127256179015E-4
600000,MODERATE,7.347336900052676E-4
601000,ABRUPT,8.682782064042922E-4
602000,ABRUPT,8.947373145492888E-4
603000,ABRUPT,9.231251184538069E-4
604000,ABRUPT,9.627521816271257E-4
605000,ABRUPT,9.703436141194871E-4
606000,ABRUPT,9.78019549369135E-4
607000,MODERATE,6.532640758633356E-4
608000,MODERATE,5.83572557682597E-4
609000,ABRUPT,9.06116657573839E-4
610000,ABRUPT,9.564994643076734E-4
611000,MODERATE,7.135540446258502E-4
612000,MODERATE,6.319782169925732E-4
613000,ABRUPT,8.258188921706061E-4
614000,ABRUPT,8.687066247132251E-4
615000,MODERATE,6.517599916019336E-4
616000,MODERATE,6.229079578815136E-4
617000,MODERATE,7.731627620895225E-4
618000,MODERATE,4.358244843150678E-4
619000,MODERATE,3.0709437090720984E-4
620000,MODERATE,6.445646420590254E-4
621000,ABRUPT,8.80389764160257E-4
622000,ABRUPT,9.356838481487659E-4
623000,MODERATE,6.663742670851059E-4
624000,MODERATE,6.367466499458481E-4
625000,MODERATE,7.607879109615889E-4
626000,MODERATE,3.4044965198548236E-4
627000,MODERATE,3.0381097934862347E-4
628000,MODERATE,7.149900240113453E-4
629000,MODERATE,5.449804515906111E-4
630000,MODERATE,3.44254382887369E-4
631000,MODERATE,6.631878478172917E-4
632000,ABRUPT,9.341525475532516E-4
633000,ABRUPT,9.598792801094532E-4
634000,ABRUPT,9.434877294958454E-4
635000,MODERATE,4.378575409751251E-4
636000,MODERATE,4.999621906612466E-4
637000,ABRUPT,9.165082057647362E-4
638000,MODERATE,5.401956603218384E-4
639000,MODERATE,4.21359777465089E-4
640000,MODERATE,7.973406355174615E-4
641000,ABRUPT,8.339295539392556E-4
642000,MODERATE,7.724712589718568E-4
643000,MODERATE,7.47947459632351E-4
644000,MODERATE,5.950255049423691E-4
645000,MODERATE,4.292518590702522E-4
646000,MODERATE,5.586262606940558E-4
647000,MODERATE,7.406084659808724E-4
648000,MODERATE,7.688957794839754E-4
649000,MODERATE,5.222774728207752E-4
650000,MODERATE,5.676755019357327E-4
651000,ABRUPT,9.345970596740295E-4
652000,ABRUPT,9.342786943473643E-4
653000,MODERATE,7.305979674083383E-4
654000,MODERATE,7.412938937315218E-4
655000,MODERATE,3.301302204283183E-4
656000,MODERATE,3.200477288631808E-4
657000,MODERATE,3.801034283957492E-4
658000,MODERATE,3.5642961556756823E-4
659000,MODERATE,4.405150592742121E-4
660000,MODERATE,4.016907185584463E-4
661000,ABRUPT,8.138148257792007E-4
662000,MODERATE,6.089188637535567E-4
663000,MODERATE,4.2262146040348365E-4
664000,MODERATE,4.852152476692861E-4
665000,MODERATE,4.538661948310034E-4
666000,MODERATE,3.3424029910040457E-4
667000,MODERATE,3.4128340111586785E-4
668000,MODERATE,6.509395812112441E-4
669000,MODERATE,3.5436089416751874E-4
670000,MODERATE,3.569961587646714E-4
671000,MODERATE,4.458454945827816E-4
672000,MODERATE,7.330779812510532E-4
673000,ABRUPT,9.265238157252428E-4
674000,ABRUPT,9.053844259486976E-4
675000,MODERATE,7.55685086227044E-4
676000,MODERATE,6.262144368958651E-4
